,mean,median,std,skew,kurtosis,min,max,pct_zeros,n_unique,dom_frac,cv,missing_rate,n_deviant,dev_fail_rate,enrichment,verdict,f_skewed,f_heavy_tail,f_outlier_dom,f_zero_infl,f_missing,f_concentrated,transform_candidate,f_skew_outlier_driven,mean_pass,mean_fail,std_pass,std_fail,var_ratio,hedges_g,mw_p,mw_q,abs_g,tail_enrichment,f_var_shift,var_ratio_clip,iqr_ratio,log2_vr,log2_vr_clip,f_var_shift_strict,f_vr_inflated,mi,mi_norm,mi_rank,g_rank,f_nonlinear
278,0.001,0.001,0.0,0.507,1.489,0.0,0.0034,0.51,22,0.15789473684210525,0.3042922898208679,0.00574345883854499,1312,0.06097560975609756,0.9187382739212008,keep,False,False,False,False,False,False,,False,0.0011207015130674002,0.0010721153846153845,0.00034484392517483486,0.0002608636629252953,0.5722450131749559,-0.14286230016614543,0.2165753214075501,0.5388769311921922,0.14286230016614543,,True,0.6245743066818733,1.0,-0.8052951094071585,-0.6790548729273174,False,False,0.006280428028322849,0.02582762525583631,71.0,93.0,False
280,0.018,0.017,0.006,2.833,14.963,0.0073,0.0755,0.0,246,0.014057507987220448,0.3594972820167069,0.0012763241863433313,1543,0.06740116655865197,1.015554115359689,keep,True,True,True,False,False,False,log,False,0.018120807665982203,0.016807692307692305,0.006612833488338349,0.004088171246097206,0.3821932248967958,-0.20264341213483308,0.1051874135727399,0.3917850041767269,0.20264341213483308,0.0,True,0.458858151179008,1.0346153846153847,-1.3876258908640617,-1.123879858936034,False,False,0.0026298976662437745,0.010815188244913522,120.0,57.0,False
281,0.015,0.014,0.006,2.917,13.582,0.0069,0.0597,0.0,227,0.01597444089456869,0.36739499986834756,0.0012763241863433313,1540,0.06623376623376623,0.9979645354645355,keep,True,True,True,False,False,False,log,False,0.015164613278576317,0.014102884615384614,0.005622428210040253,0.004219889492197984,0.5633188946689482,-0.19152330317959412,0.03774640508341815,0.20640055545613753,0.19152330317959412,0.0,True,0.6298588860159939,0.8541666666666667,-0.8279762320654042,-0.6668994523840411,False,False,0.0,0.0,214.0,64.0,False
285,2.12,1.875,0.963,1.265,1.951,0.4611,6.8698,0.0,1527,0.0019181585677749361,0.4542526935848241,0.0019144862795149968,1561,0.06598334401024984,0.9941913467698222,keep,True,False,False,False,False,False,log,False,2.122967671232877,2.0752605769230774,0.9651264478921363,0.934821806748473,0.9381866210109048,-0.04950818981899051,0.7516100247639996,0.9286720017516726,0.04950818981899051,,False,0.9882281197688074,0.8748512916383411,-0.09205316742678464,-0.01708398701346993,False,False,7.550400724354311e-05,0.00031050259562021313,170.0,192.0,False
294,401.815,278.672,477.05,4.426,23.08,0.0,3933.755,0.06,1562,0.0012779552715654952,1.1872388355980854,0.0012763241863433313,1563,0.06589891234804862,0.9929191889364634,keep,True,True,True,False,False,False,log,False,391.4182911080711,549.3839077669903,453.68231425466166,719.5782614266644,2.515662466973061,0.3319869556398631,0.05195664597511404,0.24727514843711684,0.3319869556398631,0.9417067307692308,True,2.7255646814408396,1.0387952366151672,1.3309383650268987,1.4465551578593834,False,False,0.0,0.0,214.0,16.0,False
295,252.999,195.826,283.531,4.221,18.858,0.0,2005.8744,0.06,1561,0.0012779552715654952,1.1206786169099052,0.0012763241863433313,1563,0.06589891234804862,0.9929191889364634,keep,True,True,True,False,False,False,log,False,246.0590158002736,351.50814368932043,269.84278853119963,423.2992338098059,2.460783082564258,0.37320832503978224,0.006698293961603759,0.07189011947431422,0.37320832503978224,1.8834134615384617,True,2.40275570476055,0.9738119957065341,1.2991174901806861,1.2646899728760832,False,False,0.00409802639585366,0.01685271920374166,97.0,12.0,False
296,1879.228,1202.412,1975.111,2.19,6.053,0.0,15559.9525,0.06,1565,0.0006389776357827476,1.0510225355314402,0.0012763241863433313,1564,0.06585677749360613,0.9922843301200078,keep,True,True,False,False,False,False,log,False,1887.5381184678522,1761.2783330097088,1998.9205394564258,1602.8108426199776,0.6429444952239755,-0.06388232224589249,0.625358612653892,0.8782358658581981,0.06388232224589249,,True,0.6897423325222176,0.9474276037476402,-0.6372338984250864,-0.5358705808494544,False,False,0.0,0.0,214.0,170.0,False
297,2342.827,820.099,3226.924,1.79,2.767,0.0,18520.4683,0.32,1559,0.003194888178913738,1.3773634706642357,0.0012763241863433313,1560,0.06602564102564103,0.9948286489151874,keep,True,True,False,False,False,False,log,False,2346.191855061559,2295.0653291262133,3252.8940849977566,2846.4551309129265,0.765717969711607,-0.015831187633832098,0.6224857508805857,0.8782358658581981,0.015831187633832098,,False,0.804078630097069,1.142843344588698,-0.38511498031053315,-0.3145915067861856,False,False,0.0,0.0,214.0,238.0,False
298,0.064,0.053,0.064,5.75,35.494,0.0,0.5264,0.06,725,0.006389776357827476,1.0065887983464161,0.0012763241863433313,1555,0.06623794212218649,0.9980274548602522,keep,True,True,True,False,False,False,log,False,0.06205738714090288,0.08860291262135923,0.05953227053964078,0.10871436171184495,3.334793507480451,0.4151787126435201,0.002548766402706432,0.03972461040908936,0.4151787126435201,0.9417067307692308,True,3.366029736045312,1.2205220522052207,1.7375974315876717,1.7510479217230057,True,False,0.0011690192103921415,0.004807473303844986,146.0,10.0,False
300,0.118,0.083,0.219,6.596,43.47,0.0,1.8123,0.06,967,0.005111821086261981,1.8511209037326577,0.0012763241863433313,1557,0.06615285806037251,0.9967454671211896,keep,True,True,True,False,False,False,log,False,0.11345389876880985,0.1883961165048544,0.2013484729306987,0.3878135935189791,3.709790418229639,0.34293458278980327,0.8049866755542071,0.9343293261001374,0.34293458278980327,1.8834134615384617,True,3.7709949681930106,1.1399286987522284,1.8913376851960864,1.914945225428441,True,False,0.004470781791414469,0.018385638078891407,87.0,14.0,False
301,0.91,0.86,0.332,4.291,49.702,0.31,5.711,0.0,1134,0.0044728434504792336,0.36475654222466086,0.0012763241863433313,1558,0.06611039794608473,0.9961057075145651,keep,True,True,True,False,False,False,log,False,0.9059264021887824,0.9700388349514564,0.30958565380798964,0.5596636169730307,3.2680786156806123,0.1931877500919143,0.5119758019176911,0.8202657966641528,0.1931877500919143,2.8251201923076925,True,1.2596641506138526,1.0259264907732197,1.7084426888349944,0.3330391362409343,False,True,0.0,0.0,214.0,61.0,False
302,0.403,0.381,0.198,11.027,234.99,0.1118,5.1549,0.0,569,0.0076677316293929714,0.4896932319243503,0.0012763241863433313,1553,0.06632324533161622,0.9993127445638714,keep,True,True,True,False,False,False,log,False,0.40204220246238026,0.4217961165048544,0.19246758761786756,0.2592584159854418,1.8144730440783239,0.09996353213978332,0.5892448842415063,0.8702611170287683,0.09996353213978332,1.8834134615384617,True,1.001584231806772,0.8512693156732896,0.8595506242113539,0.0022837548499799972,False,False,0.0,0.0,214.0,132.0,False
303,0.04,0.039,0.015,2.144,19.495,0.0108,0.2258,0.0,509,0.0076677316293929714,0.35967361125789593,0.0012763241863433313,1553,0.06632324533161622,0.9993127445638714,keep,True,True,True,False,False,False,log,False,0.04031422708618331,0.04076407766990291,0.014430236813057107,0.01567640824189193,1.180174462740157,0.030977618203324394,1.0,1.0,0.030977618203324394,1.8834134615384617,False,1.1270364460461917,1.1135135135135135,0.23900014596443842,0.17253417006196933,False,False,0.0,0.0,214.0,215.0,False
316,5.977,5.832,1.019,0.776,1.749,2.7882,13.0958,0.0,1533,0.0019157088122605363,0.17042548100481536,0.0006381620931716656,1563,0.06525911708253358,0.9832791968108666,keep,False,False,False,False,False,False,,False,6.00126073871409,5.635603846153846,1.0240563823679751,0.8742951499953845,0.7289007568585233,-0.36012515932805705,0.0001907070076583606,0.004928369989166749,0.36012515932805705,,False,0.7737919675913996,0.8071495578930554,-0.4562056964321967,-0.36998234203825775,False,False,0.004049734006001948,0.01665412163329361,99.0,13.0,False
324,13.332,12.504,6.616,0.706,0.503,2.2345,51.8678,0.0,1560,0.001277139208173691,0.49623194888428024,0.0006381620931716656,1564,0.06649616368286446,1.001918158567775,keep,False,False,False,False,False,False,,False,13.262205471956225,14.315735576923077,6.607386126787005,6.688465844714052,1.0246927253631177,0.15924143552559533,0.10904805837751386,0.39472325356367693,0.15924143552559533,,False,0.9950255122091064,0.8586502233350408,0.03519135357959057,-0.00719457841127367,False,False,0.0037219152305407732,0.015306000064786536,103.0,81.0,False
335,3.427,2.514,5.782,20.255,524.018,0.7899,172.7119,0.0,1526,0.0012812299807815502,1.6870979896686396,0.0038289725590299937,1559,0.06670942912123155,1.005131494547787,keep,True,True,True,False,False,False,log,False,3.3736224433768016,4.173675,5.642178438388444,7.460261330592123,1.7482939230078527,0.13835161623899428,0.39033500178170066,0.7531742546604311,0.13835161623899428,1.8834134615384617,True,1.299450686042127,0.9413545427196149,0.805947750982073,0.37790188478939496,False,False,0.0,0.0,214.0,97.0,False
336,9.736,9.074,7.556,19.071,437.588,5.2151,214.8628,0.0,1532,0.001282051282051282,0.7760713914313171,0.004467134652201659,1558,0.06675224646983312,1.0057766367137355,keep,True,True,True,False,False,False,log,False,9.656458310439561,10.855379807692307,7.391088037700828,9.546896983119035,1.6684289689622473,0.15866584097454772,0.004848972958275927,0.0655887394882586,0.15866584097454772,2.8251201923076925,True,1.248849403864834,1.0966094358678407,0.7384902670972339,0.32059951585973895,False,False,0.0,0.0,214.0,82.0,False
337,2.327,2.054,1.699,13.323,270.705,0.0,38.8995,0.06,1517,0.001282051282051282,0.7301603604629098,0.004467134652201659,1558,0.06675224646983312,1.0057766367137355,keep,True,True,True,False,False,False,log,False,2.3031941620879124,2.6675057692307695,1.456248761758777,3.6921205689278858,6.428070206211022,0.2145073767445132,0.6749874850606596,0.8968909972363392,0.2145073767445132,1.8834134615384617,True,1.2162753876285708,1.1635353965262154,2.6843856859513027,0.2824699190648272,False,True,0.0,0.0,214.0,46.0,False
338,3.038,2.561,5.645,27.833,909.26,0.0,196.688,0.06,1520,0.001282051282051282,1.858394534156614,0.004467134652201659,1558,0.06675224646983312,1.0057766367137355,keep,True,True,True,False,False,False,log,False,3.0272789835164837,3.181793269230769,5.749733005875749,3.91131264478999,0.46275349491549816,0.027350461257916,0.48544113931885824,0.7955230935458405,0.027350461257916,0.9417067307692308,True,1.0543524774343347,0.9232157641993707,-1.1116842088904488,0.07635725069105762,False,False,0.00613246871572426,0.02521915754285975,73.0,220.0,False
340,14.674,0.046,261.738,18.235,335.571,0.0131,5043.8789,0.0,761,0.0064061499039077515,17.837484840090223,0.0038289725590299937,1551,0.0670535138620245,1.0103159252095424,keep,True,True,True,False,False,False,log,False,12.254869938229238,48.55767596153846,236.66349773020843,494.5628967299046,4.366972984910484,0.13867063444250569,0.11282426278593233,0.3955092800775015,0.13867063444250569,1.8834134615384617,True,1.151827337795466,1.1827531645569616,2.126633606305659,0.20392446888472554,False,True,0.0,0.0,214.0,96.0,False
344,23.217,23.215,8.895,0.172,0.485,2.056,59.3241,0.0,1551,0.0012812299807815502,0.3831315433967214,0.0038289725590299937,1559,0.06670942912123155,1.005131494547787,keep,False,False,False,False,False,False,,False,23.271913040494162,22.44988461538461,8.916354794603576,8.59855890530014,0.9299865313323079,-0.09236283572116664,0.4548659433966029,0.7952418194076663,0.09236283572116664,,False,0.9577811492361548,0.8197094290806123,-0.10471827256001971,-0.062232053728927074,False,False,0.00153130121431988,0.006297321414862628,142.0,143.0,False
348,0.025,0.023,0.012,5.286,59.55,0.0103,0.22,0.0,357,0.01101749837977965,0.48015153542362327,0.015315890236119975,1526,0.0674967234600262,1.016993900594818,keep,True,True,True,False,False,False,log,False,0.024290687977762338,0.03044807692307692,0.01034567949904075,0.024013964306269033,5.387777858510388,0.5230945525208495,0.001602322652465056,0.031676686283347646,0.5230945525208495,3.7668269230769234,True,1.876335203988697,1.778688524590164,2.4296903687972105,0.9079175858131603,False,False,0.010686200827298542,0.04394592042634691,32.0,4.0,False
349,0.025,0.024,0.011,3.151,20.799,0.001,0.1339,0.0,373,0.009721322099805573,0.4198918275546731,0.015315890236119975,1528,0.06609947643979057,0.9959411498187676,keep,True,True,True,False,False,False,log,False,0.02512369701181376,0.02703076923076923,0.01023090853841858,0.014777850632126846,2.086383506185067,0.17989530941025114,0.41759223727395023,0.7712086575390946,0.17989530941025114,2.8251201923076925,True,1.4307711337047953,1.0421348314606738,1.0610043695632105,0.5167929168752969,False,False,0.0,0.0,214.0,69.0,False
350,0.023,0.019,0.014,5.501,81.825,0.0029,0.2914,0.0,435,0.011665586519766688,0.6174299384547534,0.015315890236119975,1525,0.06819672131147542,1.0275409836065574,keep,True,True,True,False,False,False,log,False,0.023189993050729676,0.023369230769230767,0.014459060614937366,0.012392544555804016,0.7345829117242576,0.012501575060483357,0.8321556893089354,0.9343293261001374,0.012501575060483357,1.8834134615384617,False,1.041396363285096,1.1956521739130435,-0.4450027592008799,0.05851927373851649,False,False,0.0,0.0,214.0,241.0,False
351,0.028,0.025,0.025,12.622,257.845,0.002,0.6188,0.0,499,0.0064808813998703824,0.8904689003598975,0.015315890236119975,1533,0.06718851924331376,1.0123500928295448,keep,True,True,True,False,False,False,log,False,0.027299861014593467,0.031519230769230765,0.024271297803371505,0.028129199412651504,1.3431630801465182,0.1717982373430709,0.02586107283447684,0.1816795530906746,0.1717982373430709,0.9417067307692308,False,0.9943670411516831,0.8916184971098267,0.42563448021965083,-0.008149616633569381,False,False,0.004442819282044264,0.018270645086380457,89.0,75.0,False
352,0.023,0.022,0.013,4.678,32.822,0.0056,0.1429,0.0,354,0.01101749837977965,0.5633371550418454,0.015315890236119975,1526,0.06815203145478375,1.026867627785059,keep,True,True,True,False,False,False,log,False,0.023432870048644895,0.022288461538461538,0.01344590344175062,0.008143319469300518,0.3667946305022639,-0.08693009748310297,0.8447108274120351,0.9343293261001374,0.08693009748310297,1.8834134615384617,True,0.592494866654351,0.8750000000000002,-1.4469555753776677,-0.7551254402594071,False,False,0.004775969522622603,0.01964069176612035,82.0,147.0,False
353,0.04,0.042,0.015,0.336,3.048,0.0026,0.1535,0.0,563,0.007777057679844459,0.3843062566676384,0.015315890236119975,1531,0.06792945787067277,1.0235140431090792,keep,False,True,False,False,False,False,,False,0.04040972897845726,0.039234615384615396,0.015522088075248991,0.015211127564792244,0.9603344978198861,-0.07576955267719557,0.41602718961847185,0.7712086575390946,0.07576955267719557,,False,1.006662531709414,1.1328320802005014,-0.05839109083292894,0.009580122841210043,False,False,0.0,0.0,214.0,163.0,False
354,0.042,0.044,0.013,0.06,2.691,0.004,0.1344,0.0,486,0.007777057679844459,0.3117268005746907,0.015315890236119975,1531,0.06662312214239059,1.0038310807415967,keep,False,True,False,False,False,False,,False,0.041945170257123,0.04158653846153845,0.012996859680975206,0.014076842221554703,1.1730961932874056,-0.02742211821645334,0.6061351748955234,0.8702611170287683,0.02742211821645334,,False,1.1428866028026095,1.299319727891156,0.23032131847188267,0.19268226646566108,False,False,0.0,0.0,214.0,219.0,False
355,0.035,0.029,0.022,4.033,32.656,0.0038,0.2789,0.0,572,0.005832793259883344,0.6457640790326821,0.015315890236119975,1534,0.06714471968709257,1.0116901514391736,keep,True,True,True,False,False,False,log,False,0.03448922863099374,0.03528846153846154,0.022516521256975768,0.01924863534536151,0.7307979193599147,0.03580167963781274,0.6894497421628651,0.8994344352073926,0.03580167963781274,0.0,False,1.1575025519039546,1.174641148325359,-0.45245556838420226,0.21101537414652397,False,False,0.0011243650207100053,0.004623837463737885,147.0,207.0,False
356,1.299,1.255,0.387,0.602,0.39,0.3796,2.8348,0.0,1473,0.001277139208173691,0.2979432325674534,0.0006381620931716656,1564,0.06585677749360613,0.9922843301200078,keep,False,False,False,False,False,False,,False,1.299650341997264,1.2842653846153846,0.3857799077244081,0.40423392770115796,1.097959480604424,-0.03973305572259809,0.6146189740739998,0.877539312983433,0.03973305572259809,,False,1.0787946024812272,1.1259541984732826,0.13482481371496674,0.10942020848718594,False,False,0.0,0.0,214.0,199.0,False
362,0.018,0.012,0.022,7.943,106.333,0.0028,0.4163,0.0,389,0.013192612137203167,1.177400568319432,0.03254626675175495,1496,0.06684491978609626,1.0071729740847388,keep,True,True,True,False,False,False,log,False,0.01830601556970984,0.019437864077669904,0.020704397975196916,0.031979877608641606,2.385768942189295,0.052255101332658566,0.5314795131315727,0.8278196053019042,0.052255101332658566,1.8834134615384617,True,1.056206934852406,0.858695652173913,1.2544543271491735,0.0788925190123604,False,False,0.0,0.0,214.0,186.0,False
365,0.005,0.005,0.003,4.57,37.572,0.0017,0.0368,0.0,120,0.03578274760383387,0.5109155983531158,0.0012763241863433313,1509,0.06626905235255136,0.9984962022735383,keep,True,True,True,False,False,False,log,False,0.005159479808350445,0.005747115384615384,0.002580655274736152,0.0035200661051485076,1.8605512975268894,0.22140724260967087,0.018749560924517603,0.14172462228238306,0.22140724260967087,1.8834134615384617,True,1.282165195499937,1.0952380952380956,0.895730167764099,0.3585821522645672,False,False,0.0017749198709764435,0.007299178508213674,136.0,41.0,False
366,0.005,0.004,0.002,5.26,48.063,0.002,0.0392,0.0,107,0.04281150159744409,0.4949007577257927,0.0012763241863433313,1498,0.06475300400534045,0.9756534353496971,keep,True,True,True,False,False,False,log,False,0.004805886379192334,0.004927884615384615,0.0023864872702763487,0.002333273742081964,0.9559014998380077,0.05117029369282618,0.786707574923936,0.9343293261001374,0.05117029369282618,1.0762362637362637,False,1.3032965028783512,1.0555555555555554,-0.06506613046436119,0.38216533760517923,False,False,0.0,0.0,214.0,190.0,False
367,0.004,0.003,0.003,5.446,48.371,0.0,0.0357,3.72,113,0.048046124279308135,0.7153129437319977,0.0038289725590299937,1486,0.06662180349932706,1.0038112123408223,keep,True,True,True,True,False,False,log,False,0.003775497597803706,0.0037423076923076923,0.0026573652654484823,0.003242427842246187,1.4888060738274438,-0.012286946164097262,0.9951471784054156,1.0,0.012286946164097262,1.8834134615384617,False,0.8969953558395581,0.9375000000000003,0.5741558462316647,-0.15682757922396665,False,False,0.0,0.0,214.0,242.0,False
368,0.003,0.003,0.002,5.482,53.01,0.0,0.0334,3.72,97,0.04868673926969891,0.6642289763794087,0.0038289725590299937,1485,0.06531986531986532,0.9841945091945092,keep,True,True,True,True,False,False,log,False,0.0031666437886067257,0.003241346153846154,0.002115584974847624,0.0019860978269066495,0.8813335940353624,0.03543268145297803,0.2671050118258522,0.6078540009596755,0.03543268145297803,1.8834134615384617,False,1.0692774901003266,1.0714285714285716,-0.18223989712048103,0.0966362979990043,False,False,0.0,0.0,214.0,209.0,False
376,0.002,0.002,0.001,2.546,22.182,0.0004,0.0082,0.0,36,0.09137380191693291,0.3337954989862846,0.0012763241863433313,1422,0.06751054852320675,1.0172022070756248,keep,True,True,True,False,False,False,log,True,0.0015978781656399727,0.0016423076923076925,0.0005294501039224397,0.0006002737737361174,1.2854306843300585,0.0830982087531226,0.704493407589682,0.9000393973172458,0.0830982087531226,2.511217948717949,False,1.127083345314159,1.0,0.36225181626299396,0.17259420355405525,False,False,7.840316481955156e-05,0.0003224250880193117,169.0,150.0,False
377,0.002,0.002,0.0,2.147,21.198,0.0004,0.0077,0.0,31,0.10287539936102237,0.2970202551142607,0.0012763241863433313,1404,0.0641025641025641,0.965853057199211,keep,True,True,True,False,False,False,log,True,0.0015750855578370976,0.0015096153846153846,0.00046338030943059437,0.0005073286655676444,1.198681088088533,-0.14030489006037783,0.049893826041089044,0.24727514843711684,0.14030489006037783,1.1590236686390534,False,0.8124016567917607,0.6000000000000003,0.2614478774076094,-0.29973491305386313,False,False,0.008902944471707475,0.036612458968052985,48.0,95.0,False
385,0.011,0.007,0.014,5.839,54.135,0.0,0.2073,1.17,232,0.025821596244131457,1.2571658631819043,0.4562858966177409,830,0.0855421686746988,1.2888901760889713,keep,True,True,True,True,True,False,log,False,0.011244942381562099,0.013429577464788732,0.014656893561559386,0.010520868980489576,0.5152516087634272,0.15198470274785897,0.00019176536922827818,0.004928369989166749,0.15198470274785897,0.0,True,0.890566761772895,2.008928571428571,-0.9566509906077505,-0.1672043271670203,False,False,0.004940102991954909,0.020315674063304184,80.0,87.0,False
387,0.0,0.0,0.005,19.794,437.255,0.0,0.1309,98.6,22,0.9859604339502234,14.707086440769642,0.0,22,0.13636363636363635,2.054632867132867,keep,True,True,True,True,False,True,log,False,0.00025105946684894056,0.0015798076923076924,0.004499277632993934,0.009459021273779032,4.419842759936005,0.2666921256210687,0.17673212539190708,0.48387808203961435,0.2666921256210687,5.650240384615385,True,2.863572919451033,0.0,2.143995045296413,1.5178163414378414,False,False,0.0004833881077737079,0.001987884718112298,160.0,27.0,False
407,1.232,1.24,0.365,1.034,3.436,0.424,3.3128,0.0,331,0.007055805003207184,0.2960324116493823,0.005105296745373325,1548,0.06718346253229975,1.0122739018087856,keep,True,True,False,False,False,False,log,True,1.2299321649484536,1.260889423076923,0.3652289261128133,0.3578645946995452,0.9600793630454705,0.08483249795199818,0.5048867187121827,0.8160747591762954,0.08483249795199818,,False,0.9767104321484448,0.9170473537604455,-0.05877442661640164,-0.03399718880857368,False,False,0.008712973028422777,0.03583122061545335,52.0,149.0,False
408,5.341,4.922,2.578,6.144,58.198,2.7378,44.31,0.0,593,0.006402048655569782,0.4827093331559332,0.003190810465858328,1552,0.06572164948453608,0.9902483148295005,keep,True,True,True,False,False,False,log,False,5.359734293552813,5.077336538461538,2.5699307558224707,2.6892844280158403,1.0950416314160192,-0.10948952144942202,0.049548129066564514,0.24727514843711684,0.10948952144942202,0.9417067307692308,False,0.7613779762898325,0.911054078269981,0.1309857194115723,-0.3933152559524857,False,False,0.0072643056591190636,0.029873722533156854,67.0,123.0,False
409,4.58,4.49,1.777,0.341,-0.819,1.2163,9.5765,0.0,1548,0.0012812299807815502,0.38792059510535365,0.0038289725590299937,1559,0.06670942912123155,1.005131494547787,keep,False,False,False,False,False,False,,False,4.574106794783802,4.669020192307692,1.7765697521129744,1.7869168985181352,1.0116823766251068,0.05337878775725467,0.5946007186265104,0.8702611170287683,0.05337878775725467,,False,1.0223037964324804,0.9772286161808769,0.01675641889307158,0.03182398343580899,False,False,0.0,0.0,214.0,185.0,False
410,4.929,4.733,2.123,0.4,-0.369,0.7342,13.8071,0.0,1545,0.001282051282051282,0.43068162718603076,0.004467134652201659,1558,0.06611039794608473,0.9961057075145651,keep,False,False,False,False,False,False,,False,4.9126717227179135,5.165185436893204,2.135016127550421,1.938915795348654,0.8247371873938301,0.11889967258861066,0.12440363130482265,0.42068070059657137,0.11889967258861066,,False,0.8235173807767018,0.8564190239353436,-0.27799363473973254,-0.2801289957605771,False,False,0.0,0.0,214.0,114.0,False
411,2.616,2.548,0.551,0.747,3.594,0.9609,6.215,0.0,509,0.0070830650354153256,0.2108012104607156,0.008934269304403318,1542,0.06744487678339818,1.01621271076524,keep,False,True,False,False,False,False,,False,2.6091006211180123,2.713416346153846,0.5492428181792067,0.5756327549446439,1.0984042967444265,0.18921731766758426,0.21483182853254745,0.5388769311921922,0.18921731766758426,,False,1.0987944491536366,0.9904494382022478,0.13540917415168588,0.1359215273950371,False,False,0.006486376432492724,0.02667456724465447,70.0,66.0,False
412,30.911,26.157,18.414,1.808,4.474,0.0,128.2816,0.06,518,0.00643915003219575,0.5956919260972374,0.008934269304403318,1543,0.06675307841866494,1.005789171942769,keep,True,True,False,False,False,False,log,False,30.869988957902002,31.48711826923077,18.389793741452117,18.82346538701285,1.0477205036358554,0.03348899848678231,0.7493325683886956,0.9286720017516726,0.03348899848678231,,False,1.1158555592921593,1.0322887327523975,0.06725390599987777,0.15815029116411178,False,False,0.006873173879801797,0.028265232637834783,69.0,211.0,False
413,25.613,20.255,47.308,16.287,297.01,4.0416,899.119,0.0,518,0.00643915003219575,1.8470712516440617,0.008934269304403318,1543,0.06675307841866494,1.005789171942769,keep,True,True,True,False,False,False,log,False,25.693540579710145,24.48621923076923,48.65181288793794,21.123963918431585,0.18851798035876444,-0.025500155842716307,0.8606482731239669,0.9372313821731334,0.025500155842716307,1.2556089743589745,True,0.9791829992749235,1.038076084947146,-2.4072259642988336,-0.03034958493142768,False,True,0.010609479118118381,0.04363041015463353,33.0,226.0,False
415,6.631,6.177,3.958,16.211,413.141,1.534,116.8615,0.0,513,0.00643915003219575,0.5969839729267202,0.008934269304403318,1543,0.06675307841866494,1.005789171942769,keep,True,True,True,False,False,False,log,False,6.651149068322981,6.344533653846154,4.06143245343305,2.027979853532118,0.24932670810219437,-0.07741210305921209,0.6770305582250966,0.8968909972363392,0.07741210305921209,0.0,True,0.8203645784272677,0.8446469084230613,-2.0038906609839766,-0.28566289418436325,False,True,0.009334542221121955,0.03838736107390776,43.0,160.0,False
416,3.404,3.234,1.035,0.977,3.995,0.0,9.69,0.51,510,0.006418485237483954,0.30415016286551605,0.00574345883854499,1548,0.0665374677002584,1.002540498906778,keep,False,True,False,False,False,False,,False,3.4160290921595595,3.2410451923076926,1.0503399909355218,0.7842611474217644,0.5575214722818088,-0.1690106332535897,0.08690057149851117,0.3435914903864211,0.1690106332535897,,True,0.6627399198484963,0.9373118239601527,-0.8429007250868239,-0.5934852727524746,False,False,0.020220258603655505,0.08315376904825002,5.0,77.0,True
417,8.191,7.396,4.055,2.493,9.642,2.1531,39.0376,0.0,1551,0.0019169329073482429,0.4950020703960961,0.0012763241863433313,1562,0.06594110115236876,0.9935548606323255,keep,True,True,False,False,False,False,log,False,8.237010814510608,7.543214423076924,4.053595661125646,4.0312092823542995,0.9889853033436162,-0.17113577549542855,0.010824458582632113,0.0959270984736708,0.17113577549542855,,False,0.9714851786354393,0.9388371215419893,-0.015979012680349416,-0.04173610923861765,False,False,0.003281722549296928,0.013495752170812359,111.0,76.0,False
418,320.259,302.178,287.704,0.456,-0.855,0.0,999.316,32.72,1051,0.3271565495207668,0.8983487458535387,0.0012763241863433313,1053,0.06172839506172839,0.9300807217473884,keep,False,False,False,True,False,False,,False,322.5749663928816,287.7276673076923,288.0532930594889,282.11014294098845,0.9591614443097223,-0.12108015779543947,0.21967210021251882,0.5388769311921922,0.12108015779543947,,False,0.9587344296160063,0.9320793652275166,-0.060154427399942034,-0.06079685225685503,False,False,0.0,0.0,214.0,112.0,False
419,309.061,272.449,325.448,0.5,-1.154,0.0,998.6813,45.5,851,0.4549520766773163,1.053022142305532,0.0012763241863433313,853,0.07620164126611957,1.1481535756154748,keep,False,False,False,True,False,False,,False,307.8241862422998,326.44035576923073,326.85124541359266,306.01837439086006,0.8765863817280212,0.05716167464651683,0.4810835011886815,0.7955230935458405,0.05716167464651683,,False,0.8774957435812257,0.9222462733003867,-0.19003182894524018,-0.1885359674521022,False,False,0.0,0.0,214.0,178.0,False
420,1.821,1.645,3.058,30.346,1065.68,0.4411,111.4956,0.0,1514,0.0019169329073482429,1.678887156687282,0.0012763241863433313,1562,0.06658130601792574,1.003201024327785,keep,True,True,True,False,False,False,log,True,1.8155711841204656,1.9011971153846154,3.1544606956664856,0.9551575196129439,0.09168530987861785,0.02798174145296362,0.0316232194729035,0.18696748230921822,0.02798174145296362,0.9417067307692308,True,1.3571900622750193,1.2631021361238433,-3.447165590774599,0.44062277138386924,False,True,0.0,0.0,214.0,218.0,False
421,4.175,3.943,6.914,37.673,1466.077,0.7217,273.0952,0.0,1534,0.0012779552715654952,1.6562022473628024,0.0012763241863433313,1563,0.06653870761356366,1.0025591810620602,keep,True,True,True,False,False,False,log,True,4.18410636550308,4.039902884615385,7.144110108774576,1.537334496733215,0.046306341055322636,-0.02084077971879694,0.6628339014463995,0.8968909972363392,0.02084077971879694,1.8834134615384617,True,1.1754394701780486,1.2865849767055975,-4.432646424309195,0.23320024862737354,False,True,0.005693842441238939,0.02341535133830147,75.0,233.0,False
