feature,t,value,mr,ewma,ewma_lcl,ewma_ucl,r1,r2,r3,r4
s141,255,0.2973,0.2125,0.192618,0.0437963,0.426604,False,False,False,False
s141,256,0.2973,0,0.213555,0.0437963,0.426604,False,False,False,False
s141,257,0.4695,0.1722,0.264744,0.0437963,0.426604,False,False,False,False
s141,258,0.1232,0.3463,0.236435,0.0437963,0.426604,False,False,False,False
s141,259,0.1972,0.074,0.228588,0.0437963,0.426604,False,False,False,False
s141,260,0.1232,0.074,0.20751,0.0437963,0.426604,False,False,False,False
s141,261,0.4695,0.3463,0.259908,0.0437963,0.426604,False,False,False,False
s141,262,0.1939,0.2756,0.246707,0.0437963,0.426604,False,False,False,False
s141,263,0.4695,0.2756,0.291265,0.0437963,0.426604,False,False,False,False
s141,264,0.1939,0.2756,0.271792,0.0437963,0.426604,False,False,False,False
s141,265,0.4695,0.2756,0.311334,0.0437963,0.426604,False,False,False,False
s141,266,0.1972,0.2723,0.288507,0.0437963,0.426604,False,False,False,False
s141,267,0.1021,0.0951,0.251226,0.0437963,0.426604,False,False,False,False
s141,268,0.4695,0.3674,0.294881,0.0437963,0.426604,False,False,False,False
s141,269,0.4695,0,0.329804,0.0437963,0.426604,False,False,False,False
s141,270,0.2431,0.2264,0.312464,0.0437963,0.426604,False,False,False,False
s141,271,0.2973,0.0542,0.309431,0.0437963,0.426604,False,False,False,False
s141,272,0.0958,0.2015,0.266705,0.0437963,0.426604,False,False,False,False
s141,273,0.4695,0.3737,0.307264,0.0437963,0.426604,False,False,False,False
s141,274,0.2973,0.1722,0.305271,0.0437963,0.426604,False,False,False,False
s141,275,0.2973,0,0.303677,0.0437963,0.426604,False,False,False,False
s141,276,0.4695,0.1722,0.336841,0.0437963,0.426604,False,False,False,False
s141,277,0.0958,0.3737,0.288633,0.0437963,0.426604,False,False,False,False
s141,278,0.1021,0.0063,0.251327,0.0437963,0.426604,False,False,False,False
s141,279,0.4695,0.3674,0.294961,0.0437963,0.426604,False,False,False,False
s141,280,0.0645,0.405,0.248869,0.0437963,0.426604,False,False,False,False
s141,281,0.4695,0.405,0.292995,0.0437963,0.426604,False,False,False,False
s141,282,0.1939,0.2756,0.273176,0.0437963,0.426604,False,False,False,False
s141,283,0.1384,0.0555,0.246221,0.0437963,0.426604,False,False,False,False
s141,284,0.3822,0.2438,0.273417,0.0437963,0.426604,False,False,False,False
s141,285,0.1384,0.2438,0.246413,0.0437963,0.426604,False,False,False,False
s141,286,0.1384,0,0.224811,0.0437963,0.426604,False,False,False,False
s141,287,0.3822,0.2438,0.256289,0.0437963,0.426604,False,False,False,False
s141,288,0.3822,0,0.281471,0.0437963,0.426604,False,False,False,False
s141,289,0.2631,0.1191,0.277797,0.0437963,0.426604,False,False,False,False
s141,290,0.0958,0.1673,0.241397,0.0437963,0.426604,False,False,False,False
s141,291,0.2973,0.2015,0.252578,0.0437963,0.426604,False,False,False,False
s141,292,0.3822,0.0849,0.278502,0.0437963,0.426604,False,False,False,False
s141,293,0.1384,0.2438,0.250482,0.0437963,0.426604,False,False,False,False
s141,294,0.0645,0.0739,0.213285,0.0437963,0.426604,False,False,False,False
s141,295,0.3822,0.3177,0.247068,0.0437963,0.426604,False,False,False,False
s141,296,0.5065,0.1243,0.298955,0.0437963,0.426604,False,False,False,False
s141,297,0.1021,0.4044,0.259584,0.0437963,0.426604,False,False,False,False
s141,298,0.2631,0.161,0.260287,0.0437963,0.426604,False,False,False,False
s141,299,0.2631,0,0.26085,0.0437963,0.426604,False,False,False,False
s141,300,0.3246,0.0615,0.2736,0.0437963,0.426604,False,False,False,False
s141,301,0.0645,0.2601,0.23178,0.0437963,0.426604,False,False,False,False
s141,302,0.3647,0.3002,0.258364,0.0437963,0.426604,False,False,False,False
s141,303,0.2501,0.1146,0.256711,0.0437963,0.426604,False,False,False,False
s141,304,0.5065,0.2564,0.306669,0.0437963,0.426604,False,False,False,False
s141,305,0.0645,0.442,0.258235,0.0437963,0.426604,False,False,False,False
s141,306,0.3647,0.3002,0.279528,0.0437963,0.426604,False,False,False,False
s141,307,0.3822,0.0175,0.300062,0.0437963,0.426604,False,False,False,False
s141,308,0.3822,0,0.31649,0.0437963,0.426604,False,False,False,False
s141,309,0.0958,0.2864,0.272352,0.0437963,0.426604,False,False,False,False
s141,310,0.3822,0.2864,0.294322,0.0437963,0.426604,False,False,False,False
s141,311,0.3822,0,0.311897,0.0437963,0.426604,False,False,False,False
s141,312,0.2501,0.1321,0.299538,0.0437963,0.426604,False,False,False,False
s141,313,0.2501,0,0.28965,0.0437963,0.426604,False,False,False,False
s141,314,0.4493,0.1992,0.32158,0.0437963,0.426604,False,False,False,False
s141,315,0.4493,0,0.347124,0.0437963,0.426604,False,False,False,False
s141,316,0.2631,0.1862,0.330319,0.0437963,0.426604,False,False,False,False
s141,317,0.1209,0.1422,0.288435,0.0437963,0.426604,False,False,False,False
s141,318,0.5065,0.3856,0.332048,0.0437963,0.426604,False,False,False,False
s141,319,0.1548,0.3517,0.296599,0.0437963,0.426604,False,False,False,False
s141,320,0.4493,0.2945,0.327139,0.0437963,0.426604,False,False,False,False
s141,321,0.4493,0,0.351571,0.0437963,0.426604,False,False,False,False
s141,322,0.2501,0.1992,0.331277,0.0437963,0.426604,False,False,False,False
s141,323,0.2501,0,0.315042,0.0437963,0.426604,False,False,False,False
s141,324,0.5065,0.2564,0.353333,0.0437963,0.426604,False,False,False,False
s141,325,0.5195,0.013,0.386567,0.0437963,0.426604,False,False,False,False
s141,326,0.1939,0.3256,0.348033,0.0437963,0.426604,False,False,False,False
s141,327,0.2501,0.0562,0.328447,0.0437963,0.426604,False,False,False,False
s141,328,0.3178,0.0677,0.326317,0.0437963,0.426604,False,False,False,False
s141,329,0.6225,0.3047,0.385554,0.0437963,0.426604,False,False,False,False
s141,330,0.1487,0.4738,0.338183,0.0437963,0.426604,False,False,False,False
s141,331,0.0319,0.1168,0.276926,0.0437963,0.426604,False,False,False,False
s141,332,0.4493,0.4174,0.311401,0.0437963,0.426604,False,False,False,False
s141,333,0.4382,0.0111,0.336761,0.0437963,0.426604,False,False,False,False
s141,334,0.5065,0.0683,0.370709,0.0437963,0.426604,False,False,False,False
s141,335,0.3178,0.1887,0.360127,0.0437963,0.426604,False,False,False,False
s141,336,0.0645,0.2533,0.301002,0.0437963,0.426604,False,False,False,False
s141,337,0.1974,0.1329,0.280281,0.0437963,0.426604,False,False,False,False
s141,338,0.1974,0,0.263705,0.0437963,0.426604,False,False,False,False
s141,339,0.1974,0,0.250444,0.0437963,0.426604,False,False,False,False
s141,340,0.1548,0.0426,0.231315,0.0437963,0.426604,False,False,False,False
s141,341,0.1487,0.0061,0.214792,0.0437963,0.426604,False,False,False,False
s141,342,0.3963,0.2476,0.251094,0.0437963,0.426604,False,False,False,False
s141,343,0.1548,0.2415,0.231835,0.0437963,0.426604,False,False,False,False
s141,344,0.1487,0.0061,0.215208,0.0437963,0.426604,False,False,False,False
s141,345,0.5195,0.3708,0.276066,0.0437963,0.426604,False,False,False,False
s141,346,0.1974,0.3221,0.260333,0.0437963,0.426604,False,False,False,False
s141,347,0.2501,0.0527,0.258286,0.0437963,0.426604,False,False,False,False
s141,348,0.2631,0.013,0.259249,0.0437963,0.426604,False,False,False,False
s141,349,0.2157,0.0474,0.250539,0.0437963,0.426604,False,False,False,False
s141,350,0.1148,0.1009,0.223391,0.0437963,0.426604,False,False,False,False
s141,351,0.4493,0.3345,0.268573,0.0437963,0.426604,False,False,False,False
s141,352,0.0319,0.4174,0.221239,0.0437963,0.426604,False,False,False,False
s141,353,0.0319,0,0.183371,0.0437963,0.426604,False,False,False,False
s141,354,0.1318,0.0999,0.173057,0.0437963,0.426604,False,False,False,False
s141,355,0.3963,0.2645,0.217705,0.0437963,0.426604,False,False,False,False
s141,356,0.3963,0,0.253424,0.0437963,0.426604,False,False,False,False
s141,357,0.3963,0,0.281999,0.0437963,0.426604,False,False,False,False
s141,358,0.5065,0.1102,0.3269,0.0437963,0.426604,False,False,False,False
s141,359,0.1487,0.3578,0.29126,0.0437963,0.426604,False,False,False,False
s141,360,0.2631,0.1144,0.285628,0.0437963,0.426604,False,False,False,False
s141,361,0.2157,0.0474,0.271642,0.0437963,0.426604,False,False,False,False
s141,362,0.5065,0.2908,0.318614,0.0437963,0.426604,False,False,False,False
s141,363,0.1318,0.3747,0.281251,0.0437963,0.426604,False,False,False,False
s141,364,0.1318,0,0.251361,0.0437963,0.426604,False,False,False,False
s141,365,0.0539,0.0779,0.211869,0.0437963,0.426604,False,False,False,False
s141,366,0.0319,0.022,0.175875,0.0437963,0.426604,False,False,False,False
s141,367,0.1318,0.0999,0.16706,0.0437963,0.426604,False,False,False,False
s141,368,0.1318,0,0.160008,0.0437963,0.426604,False,False,False,False
s141,369,0.2157,0.0839,0.171146,0.0437963,0.426604,False,False,False,False
s141,370,0.1487,0.067,0.166657,0.0437963,0.426604,False,False,False,True
s141,371,0.2501,0.1014,0.183346,0.0437963,0.426604,False,False,False,False
s141,372,0.1034,0.1467,0.167357,0.0437963,0.426604,False,False,False,False
s141,373,0.1148,0.0114,0.156845,0.0437963,0.426604,False,False,False,False
s141,374,0.3963,0.2815,0.204736,0.0437963,0.426604,False,False,False,False
s141,375,0.1487,0.2476,0.193529,0.0437963,0.426604,False,False,False,False
s141,376,0.6225,0.4738,0.279323,0.0437963,0.426604,False,False,False,False
s141,377,0.2157,0.4068,0.266599,0.0437963,0.426604,False,False,False,False
s141,378,0.3178,0.1021,0.276839,0.0437963,0.426604,False,False,False,False
s141,379,0.1974,0.1204,0.260951,0.0437963,0.426604,False,False,False,False
s141,380,0.1974,0,0.248241,0.0437963,0.426604,False,False,False,False
s141,381,0.1034,0.094,0.219273,0.0437963,0.426604,False,False,False,False
s141,382,0.0594,0.044,0.187298,0.0437963,0.426604,False,False,False,False
s141,383,0.1318,0.0724,0.176199,0.0437963,0.426604,False,False,False,False
s141,384,0.2157,0.0839,0.184099,0.0437963,0.426604,False,False,False,False
s141,385,0.1034,0.1123,0.167959,0.0437963,0.426604,False,False,False,False
s141,386,0.6225,0.5191,0.258867,0.0437963,0.426604,False,False,False,False
s141,387,0.1075,0.515,0.228594,0.0437963,0.426604,False,False,False,False
s141,388,0.1318,0.0243,0.209235,0.0437963,0.426604,False,False,False,False
s141,389,0.1487,0.0169,0.197128,0.0437963,0.426604,False,False,False,False
s141,390,0.0922,0.0565,0.176142,0.0437963,0.426604,False,False,False,False
s141,391,0.0594,0.0328,0.152794,0.0437963,0.426604,False,False,False,False
s141,392,0.0995,0.0401,0.142135,0.0437963,0.426604,False,False,False,False
s141,393,0.6225,0.523,0.238208,0.0437963,0.426604,False,False,False,False
s141,394,0.2157,0.4068,0.233706,0.0437963,0.426604,False,False,False,False
s141,395,0.1034,0.1123,0.207645,0.0437963,0.426604,False,False,False,False
s141,396,0.2157,0.1123,0.209256,0.0437963,0.426604,False,False,False,False
s141,397,0.0594,0.1563,0.179285,0.0437963,0.426604,False,False,False,False
s141,398,0.1974,0.138,0.182908,0.0437963,0.426604,False,False,False,False
s141,399,0.0667,0.1307,0.159666,0.0437963,0.426604,False,False,False,False
s141,400,0.0667,0,0.141073,0.0437963,0.426604,False,False,False,False
s141,401,0.0594,0.0073,0.124738,0.0437963,0.426604,False,False,False,True
s141,402,0.2631,0.2037,0.152411,0.0437963,0.426604,False,False,False,False
s141,403,0.0594,0.2037,0.133809,0.0437963,0.426604,False,False,False,False
s141,404,0.3963,0.3369,0.186307,0.0437963,0.426604,False,False,False,False
s141,405,0.3963,0,0.228306,0.0437963,0.426604,False,False,False,False
s141,406,0.0594,0.3369,0.194524,0.0437963,0.426604,False,False,False,False
s141,407,0.5762,0.5168,0.27086,0.0437963,0.426604,False,False,False,False
s141,408,0.1974,0.3788,0.256168,0.0437963,0.426604,False,False,False,False
s141,409,0.3963,0.1989,0.284194,0.0437963,0.426604,False,False,False,False
s141,410,0.1318,0.2645,0.253715,0.0437963,0.426604,False,False,False,False
s141,411,0.5762,0.4444,0.318212,0.0437963,0.426604,False,False,False,False
s141,412,0.1974,0.3788,0.29405,0.0437963,0.426604,False,False,False,False
s141,413,0.0594,0.138,0.24712,0.0437963,0.426604,False,False,False,False
s141,414,0.5762,0.5168,0.312936,0.0437963,0.426604,False,False,False,False
s141,415,0.5461,0.0301,0.359569,0.0437963,0.426604,False,False,False,False
s141,416,0.3963,0.1498,0.366915,0.0437963,0.426604,False,False,False,False
s141,417,0.0922,0.3041,0.311972,0.0437963,0.426604,False,False,False,False
s141,418,0.5762,0.484,0.364818,0.0437963,0.426604,False,False,False,False
s141,419,0.2336,0.3426,0.338574,0.0437963,0.426604,False,False,False,False
s141,420,0.2666,0.033,0.324179,0.0437963,0.426604,False,False,False,False
s141,421,0.6225,0.3559,0.383843,0.0437963,0.426604,False,False,False,False
s141,422,0.2336,0.3889,0.353795,0.0437963,0.426604,False,False,False,False
s141,423,0.1974,0.0362,0.322516,0.0437963,0.426604,False,False,False,False
s141,424,0.3963,0.1989,0.337273,0.0437963,0.426604,False,False,False,False
s141,425,0.3336,0.0627,0.336538,0.0437963,0.426604,False,False,False,False
s141,426,0.5461,0.2125,0.37845,0.0437963,0.426604,False,False,False,False
s141,427,0.5762,0.0301,0.418,0.0437963,0.426604,False,False,False,False
s141,428,0.6121,0.0359,0.45682,0.0437963,0.426604,False,False,False,False
s141,429,0.5548,0.0573,0.476416,0.0437963,0.426604,False,False,True,False
s141,430,0.3336,0.2212,0.447853,0.0437963,0.426604,False,False,False,False
s141,431,0.6121,0.2785,0.480702,0.0437963,0.426604,False,False,True,True
s141,432,0.5762,0.0359,0.499802,0.0437963,0.426604,False,False,True,True
s141,433,0.6121,0.0359,0.522262,0.0437963,0.426604,False,False,True,True
s141,434,0.3336,0.2785,0.484529,0.0437963,0.426604,False,False,False,True
s141,435,0.3336,0,0.454343,0.0437963,0.426604,False,False,False,True
s141,436,0.0594,0.2742,0.375355,0.0437963,0.426604,False,False,False,False
s141,437,0.1305,0.0711,0.326384,0.0437963,0.426604,False,False,False,False
s141,438,0.1702,0.0397,0.295147,0.0437963,0.426604,False,False,False,False
s141,439,0.5548,0.3846,0.347078,0.0437963,0.426604,False,False,False,False
s141,440,0.5548,0,0.388622,0.0437963,0.426604,False,False,False,False
s141,441,0.1702,0.3846,0.344938,0.0437963,0.426604,False,False,False,False
s141,442,0.3844,0.2142,0.35283,0.0437963,0.426604,False,False,False,False
s141,443,0.1339,0.2505,0.309044,0.0437963,0.426604,False,False,False,False
s141,444,0.1339,0,0.274015,0.0437963,0.426604,False,False,False,False
s141,445,0.1305,0.0034,0.245312,0.0437963,0.426604,False,False,False,False
s141,446,0.1414,0.0109,0.22453,0.0437963,0.426604,False,False,False,False
s141,447,0.1339,0.0075,0.206404,0.0437963,0.426604,False,False,False,False
s141,448,0.1339,0,0.191903,0.0437963,0.426604,False,False,False,False
s141,449,0.6121,0.4782,0.275942,0.0437963,0.426604,False,False,False,False
s141,450,0.3278,0.2843,0.286314,0.0437963,0.426604,False,False,False,False
s141,451,0.1972,0.1306,0.268491,0.0437963,0.426604,False,False,False,False
s141,452,0.6545,0.4573,0.345693,0.0437963,0.426604,False,False,False,False
s141,453,0.6545,0,0.407454,0.0437963,0.426604,False,True,False,False
s141,454,0.3053,0.3492,0.387023,0.0437963,0.426604,False,False,False,False
s141,455,0.2324,0.0729,0.356099,0.0437963,0.426604,False,False,False,False
s141,456,0.2207,0.0117,0.329019,0.0437963,0.426604,False,False,False,False
s141,457,0.3053,0.0846,0.324275,0.0437963,0.426604,False,False,False,False
s141,458,0.1532,0.1521,0.29006,0.0437963,0.426604,False,False,False,False
s141,459,0.0928,0.0604,0.250608,0.0437963,0.426604,False,False,False,False
s141,460,0.4527,0.3599,0.291027,0.0437963,0.426604,False,False,False,False
s141,461,0.3835,0.0692,0.309521,0.0437963,0.426604,False,False,False,False
s141,462,0.0854,0.2981,0.264697,0.0437963,0.426604,False,False,False,False
s141,463,0.3835,0.2981,0.288458,0.0437963,0.426604,False,False,False,False
s141,464,0.1199,0.2636,0.254746,0.0437963,0.426604,False,False,False,False
s141,465,0.2879,0.168,0.261377,0.0437963,0.426604,False,False,False,False
s141,466,0.3053,0.0174,0.270161,0.0437963,0.426604,False,False,False,False
s141,467,0.2879,0.0174,0.273709,0.0437963,0.426604,False,False,False,False
s141,468,0.1339,0.154,0.245747,0.0437963,0.426604,False,False,False,False
s141,469,0.66,0.5261,0.328598,0.0437963,0.426604,False,False,False,False
s141,470,0.4527,0.2073,0.353418,0.0437963,0.426604,False,False,False,False
s141,471,0.2879,0.1648,0.340315,0.0437963,0.426604,False,False,False,False
s141,472,0.2084,0.0795,0.313932,0.0437963,0.426604,False,False,False,False
s141,473,0.1186,0.0898,0.274865,0.0437963,0.426604,False,False,False,False
s141,474,0.0928,0.0258,0.238452,0.0437963,0.426604,False,False,False,False
s141,475,0.1797,0.0869,0.226702,0.0437963,0.426604,False,False,False,False
s141,476,0.5671,0.3874,0.294781,0.0437963,0.426604,False,False,False,False
s141,477,0.2879,0.2792,0.293405,0.0437963,0.426604,False,False,False,False
s141,478,0.1262,0.1617,0.259964,0.0437963,0.426604,False,False,False,False
s141,479,0.1972,0.071,0.247411,0.0437963,0.426604,False,False,False,False
s141,480,0.0697,0.1275,0.211869,0.0437963,0.426604,False,False,False,False
s141,481,0.2879,0.2182,0.227075,0.0437963,0.426604,False,False,False,False
s141,482,0.2324,0.0555,0.22814,0.0437963,0.426604,False,False,False,False
s141,483,0.4527,0.2203,0.273052,0.0437963,0.426604,False,False,False,False
s141,484,0.66,0.2073,0.350442,0.0437963,0.426604,False,False,False,False
s141,485,0.1116,0.5484,0.302673,0.0437963,0.426604,False,False,False,False
s141,486,0.3835,0.2719,0.318839,0.0437963,0.426604,False,False,False,False
s141,487,0.4527,0.0692,0.345611,0.0437963,0.426604,False,False,False,False
s141,488,0.5671,0.1144,0.389909,0.0437963,0.426604,False,False,False,False
s141,489,0.1339,0.4332,0.338707,0.0437963,0.426604,False,False,False,False
s141,490,0.4923,0.3584,0.369426,0.0437963,0.426604,False,False,False,False
s141,491,0.4677,0.0246,0.38908,0.0437963,0.426604,False,False,True,False
s141,492,0.2207,0.247,0.355404,0.0437963,0.426604,False,False,False,False
s141,493,0.7513,0.5306,0.434584,0.0437963,0.426604,False,False,False,False
s141,494,0.0697,0.6816,0.361607,0.0437963,0.426604,False,False,False,False
s141,495,0.0928,0.0231,0.307845,0.0437963,0.426604,False,False,False,False
s141,496,0.3835,0.2907,0.322976,0.0437963,0.426604,False,False,False,False
s141,497,0.2324,0.1511,0.304861,0.0437963,0.426604,False,False,False,False
s141,498,0.1262,0.1062,0.269129,0.0437963,0.426604,False,False,False,False
s141,499,0.4541,0.3279,0.306123,0.0437963,0.426604,False,False,False,False
s141,500,0.1219,0.3322,0.269278,0.0437963,0.426604,False,False,False,False
s141,501,0.2324,0.1105,0.261903,0.0437963,0.426604,False,False,False,False
s141,502,0.4527,0.2203,0.300062,0.0437963,0.426604,False,False,False,False
s141,503,0.3844,0.0683,0.31693,0.0437963,0.426604,False,False,False,False
s141,504,0.1443,0.2401,0.282404,0.0437963,0.426604,False,False,False,False
s141,505,0.0928,0.0515,0.244483,0.0437963,0.426604,False,False,False,False
s141,506,0.1186,0.0258,0.219306,0.0437963,0.426604,False,False,False,False
s141,507,0.1043,0.0143,0.196305,0.0437963,0.426604,False,False,False,False
s141,508,0.3835,0.2792,0.233744,0.0437963,0.426604,False,False,False,False
s141,509,0.5608,0.1773,0.299155,0.0437963,0.426604,False,False,False,False
s141,510,0.1186,0.4422,0.263044,0.0437963,0.426604,False,False,False,False
s141,511,0.1386,0.02,0.238155,0.0437963,0.426604,False,False,False,False
s141,512,0.1797,0.0411,0.226464,0.0437963,0.426604,False,False,False,False
s141,513,0.1262,0.0535,0.206411,0.0437963,0.426604,False,False,False,False
s141,514,0.1846,0.0584,0.202049,0.0437963,0.426604,False,False,False,False
s141,515,0.2777,0.0931,0.217179,0.0437963,0.426604,False,False,False,False
s141,516,0.1186,0.1591,0.197463,0.0437963,0.426604,False,False,False,False
s141,517,0.2062,0.0876,0.199211,0.0437963,0.426604,False,False,False,False
s141,518,0.3053,0.0991,0.220429,0.0437963,0.426604,False,False,False,False
s141,519,0.4527,0.1474,0.266883,0.0437963,0.426604,False,False,False,False
s141,520,0.2324,0.2203,0.259986,0.0437963,0.426604,False,False,False,False
s141,521,0.1797,0.0527,0.243929,0.0437963,0.426604,False,False,False,False
s141,522,0.4527,0.273,0.285683,0.0437963,0.426604,False,False,False,False
s141,523,0.7513,0.2986,0.378807,0.0437963,0.426604,False,False,False,False
s141,524,0.148,0.6033,0.332645,0.0437963,0.426604,False,False,False,False
s141,525,0.2777,0.1297,0.321656,0.0437963,0.426604,False,False,False,False
s141,526,0.148,0.1297,0.286925,0.0437963,0.426604,False,False,False,False
s141,527,0.12,0.028,0.25354,0.0437963,0.426604,False,False,False,False
s141,528,0.148,0.028,0.232432,0.0437963,0.426604,False,False,False,False
s141,529,0.0928,0.0552,0.204506,0.0437963,0.426604,False,False,False,False
s141,530,0.1262,0.0334,0.188844,0.0437963,0.426604,False,False,False,False
s141,531,0.1905,0.0643,0.189176,0.0437963,0.426604,False,False,False,False
s141,532,0.0928,0.0977,0.1699,0.0437963,0.426604,False,False,False,False
s141,533,0.0854,0.0074,0.153,0.0437963,0.426604,False,False,False,True
s141,534,0.0928,0.0074,0.14096,0.0437963,0.426604,False,False,False,True
s141,535,0.0502,0.0426,0.122808,0.0437963,0.426604,False,False,False,True
s141,536,0.0928,0.0426,0.116807,0.0437963,0.426604,False,False,False,True
s141,537,0.1386,0.0458,0.121165,0.0437963,0.426604,False,False,False,True
s141,538,0.2324,0.0938,0.143412,0.0437963,0.426604,False,False,False,True
s141,539,0.9433,0.7109,0.30339,0.0437963,0.426604,True,False,False,False
s141,540,0.1199,0.8234,0.266692,0.0437963,0.426604,False,False,False,False
s141,541,0.1386,0.0187,0.241073,0.0437963,0.426604,False,False,False,False
s141,542,0.1043,0.0343,0.213719,0.0437963,0.426604,False,False,False,False
s141,543,0.2062,0.1019,0.212215,0.0437963,0.426604,False,False,False,False
s141,544,0.148,0.0582,0.199372,0.0437963,0.426604,False,False,False,False
s141,545,0.1099,0.0381,0.181478,0.0437963,0.426604,False,False,False,False
s141,546,0.2243,0.1144,0.190042,0.0437963,0.426604,False,False,False,False
s141,547,0.1099,0.1144,0.174014,0.0437963,0.426604,False,False,False,True
s141,548,0.2243,0.1144,0.184071,0.0437963,0.426604,False,False,False,True
s141,549,0.3197,0.0954,0.211197,0.0437963,0.426604,False,False,False,False
s141,550,0.148,0.1717,0.198557,0.0437963,0.426604,False,False,False,False
s141,551,0.2243,0.0763,0.203706,0.0437963,0.426604,False,False,False,False
s141,552,0.2243,0,0.207825,0.0437963,0.426604,False,False,False,False
s141,553,0.2243,0,0.21112,0.0437963,0.426604,False,False,False,False
s141,554,0.2145,0.0098,0.211796,0.0437963,0.426604,False,False,False,False
s141,555,0.0928,0.1217,0.187997,0.0437963,0.426604,False,False,False,False
s141,556,0.2243,0.1315,0.195257,0.0437963,0.426604,False,False,False,False
s141,557,0.1043,0.12,0.177066,0.0437963,0.426604,False,False,False,True
s141,558,0.2324,0.1281,0.188133,0.0437963,0.426604,False,False,False,True
s141,559,0.1443,0.0881,0.179366,0.0437963,0.426604,False,False,False,True
s141,560,0.12,0.0243,0.167493,0.0437963,0.426604,False,False,False,True
s141,561,0.1287,0.0087,0.159734,0.0437963,0.426604,False,False,False,True
s141,562,0.1287,0,0.153527,0.0437963,0.426604,False,False,False,True
s141,563,0.1905,0.0618,0.160922,0.0437963,0.426604,False,False,False,True
s141,564,0.0502,0.1403,0.138778,0.0437963,0.426604,False,False,False,True
s141,565,0.148,0.0978,0.140622,0.0437963,0.426604,False,False,False,True
s141,566,0.1099,0.0381,0.134478,0.0437963,0.426604,False,False,False,True
s141,567,0.2324,0.1225,0.154062,0.0437963,0.426604,False,False,False,True
s141,568,0.148,0.0844,0.15285,0.0437963,0.426604,False,False,False,True
s141,569,0.1099,0.0381,0.14426,0.0437963,0.426604,False,False,False,True
s141,570,0.9433,0.8334,0.304068,0.0437963,0.426604,True,False,False,False
s141,571,0.1099,0.8334,0.265234,0.0437963,0.426604,False,False,False,False
s141,572,0.2243,0.1144,0.257047,0.0437963,0.426604,False,False,False,False
s141,573,0.0854,0.1389,0.222718,0.0437963,0.426604,False,False,False,False
s141,574,0.1287,0.0433,0.203914,0.0437963,0.426604,False,False,False,False
s141,575,0.2062,0.0775,0.204371,0.0437963,0.426604,False,False,False,False
s141,576,0.1043,0.1019,0.184357,0.0437963,0.426604,False,False,False,False
s141,577,0.3197,0.2154,0.211426,0.0437963,0.426604,False,False,False,False
s141,578,0.1054,0.2143,0.190221,0.0437963,0.426604,False,False,False,False
s141,579,0.12,0.0146,0.176176,0.0437963,0.426604,False,False,False,False
s141,580,0.1386,0.0186,0.168661,0.0437963,0.426604,False,False,False,False
s141,581,0.1054,0.0332,0.156009,0.0437963,0.426604,False,False,False,False
s141,582,0.5671,0.4617,0.238227,0.0437963,0.426604,False,False,False,False
s141,583,0.1972,0.3699,0.230022,0.0437963,0.426604,False,False,False,False
s141,584,0.0574,0.1398,0.195497,0.0437963,0.426604,False,False,False,False
s141,585,0.2148,0.1574,0.199358,0.0437963,0.426604,False,False,False,False
s141,586,0.1054,0.1094,0.180566,0.0437963,0.426604,False,False,False,False
s141,587,0.3912,0.2858,0.222693,0.0437963,0.426604,False,False,False,False
s141,588,0.1099,0.2813,0.200134,0.0437963,0.426604,False,False,False,False
s141,589,0.1054,0.0045,0.181188,0.0437963,0.426604,False,False,False,False
s141,590,0.1054,0,0.16603,0.0437963,0.426604,False,False,False,False
s141,591,0.148,0.0426,0.162424,0.0437963,0.426604,False,False,False,False
s141,592,0.1054,0.0426,0.151019,0.0437963,0.426604,False,False,False,False
s141,593,0.2148,0.1094,0.163775,0.0437963,0.426604,False,False,False,False
s141,594,0.1099,0.1049,0.153,0.0437963,0.426604,False,False,False,False
s141,595,0.5671,0.4572,0.23582,0.0437963,0.426604,False,False,False,False
s141,596,0.12,0.4471,0.212656,0.0437963,0.426604,False,False,False,False
s141,597,0.1054,0.0146,0.191205,0.0437963,0.426604,False,False,False,False
s141,598,0.12,0.0146,0.176964,0.0437963,0.426604,False,False,False,False
s141,599,0.1797,0.0597,0.177511,0.0437963,0.426604,False,False,False,False
s141,600,0.1287,0.051,0.167749,0.0437963,0.426604,False,False,False,False
s141,601,0.2062,0.0775,0.175439,0.0437963,0.426604,False,False,False,False
s141,602,0.2084,0.0022,0.182031,0.0437963,0.426604,False,False,False,False
s141,603,0.255,0.0466,0.196625,0.0437963,0.426604,False,False,False,False
s141,604,0.255,0,0.2083,0.0437963,0.426604,False,False,False,False
s141,605,0.1972,0.0578,0.20608,0.0437963,0.426604,False,False,False,False
s141,606,0.255,0.0578,0.215864,0.0437963,0.426604,False,False,False,False
s141,607,0.2666,0.0116,0.226011,0.0437963,0.426604,False,False,False,False
s141,608,0.255,0.0116,0.231809,0.0437963,0.426604,False,False,False,False
s141,609,0.1532,0.1018,0.216087,0.0437963,0.426604,False,False,False,False
s141,610,0.2666,0.1134,0.22619,0.0437963,0.426604,False,False,False,False
s141,611,0.2148,0.0518,0.223912,0.0437963,0.426604,False,False,False,False
s141,612,0.1155,0.0993,0.202229,0.0437963,0.426604,False,False,False,False
s141,613,0.1155,0,0.184884,0.0437963,0.426604,False,False,False,False
s141,614,0.1155,0,0.171007,0.0437963,0.426604,False,False,False,False
s141,615,0.1155,0,0.159905,0.0437963,0.426604,False,False,False,False
